event_id,match,minute_raw,minute_num,foul_team,is_argentina,foul_player,fk_zone,x,y,nearby_card_pm3,player_booked_in_match,text,play_id,priority_review
760517,ESP-ARG Final,45'+3',45.03,Spain,0,Mikel Oyarzabal,defensive half,31.2,34.6,0,0,Lionel Messi (Argentina) wins a free kick in the defensive half.,49879526,0
760517,ESP-ARG Final,50',50.0,Spain,0,Álex Baena,defensive half,76.6,92.5,0,0,Rodrigo De Paul (Argentina) wins a free kick in the defensive half.,49879630,0
760517,ESP-ARG Final,51',51.0,Spain,0,Álex Baena,right wing,39.8,93.8,0,0,Gonzalo Montiel (Argentina) wins a free kick on the right wing.,49879640,0
760517,ESP-ARG Final,54',54.0,Spain,0,Pedro Porro,defensive half,59.0,10.1,0,0,Julián Alvarez (Argentina) wins a free kick in the defensive half.,49879672,0
760517,ESP-ARG Final,54',54.0,Spain,0,Álex Baena,defensive half,78.1,94.8,0,0,Gonzalo Montiel (Argentina) wins a free kick in the defensive half.,49879678,0
760517,ESP-ARG Final,90'+1',90.01,Spain,0,Ferran Torres,defensive half,41.7,17.7,0,0,Nicolás Otamendi (Argentina) wins a free kick in the defensive half.,49880179,0
760517,ESP-ARG Final,90'+1',90.01,Spain,0,Aymeric Laporte,attacking half,35.4,76.6,0,0,Lionel Messi (Argentina) wins a free kick in the attacking half.,49880188,0
760517,ESP-ARG Final,92',92.0,Spain,0,Pedro Porro,defensive half,27.4,76.4,0,0,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,49880277,0
760517,ESP-ARG Final,93',93.0,Spain,0,Pedri,defensive half,70.4,44.0,0,0,Alexis Mac Allister (Argentina) wins a free kick in the defensive half.,49880298,0
760517,ESP-ARG Final,96',96.0,Spain,0,Mikel Merino,defensive half,87.8,47.3,0,0,Nicolás Otamendi (Argentina) wins a free kick in the defensive half.,49880352,0
760517,ESP-ARG Final,108',108.0,Spain,0,Lamine Yamal,attacking half,43.6,36.0,0,0,Nicolás Tagliafico (Argentina) wins a free kick in the attacking half.,49880534,0
760517,ESP-ARG Final,114',114.0,Spain,0,Nico Williams,right wing,42.8,88.9,0,0,Leandro Paredes (Argentina) wins a free kick on the right wing.,49880643,0
760517,ESP-ARG Final,119',119.0,Spain,0,Nico Williams,right wing,39.2,81.0,0,0,Marcos Senesi (Argentina) wins a free kick on the right wing.,49880697,0
760517,ESP-ARG Final,120'+4',120.04,Spain,0,Eric García,defensive half,45.6,58.7,0,0,Nicolás Otamendi (Argentina) wins a free kick in the defensive half.,49880744,0
760517,ESP-ARG Final,120'+5',120.05,Spain,0,Marc Cucurella,defensive half,62.8,74.0,0,0,Nicolás Otamendi (Argentina) wins a free kick in the defensive half.,49880758,0
